Gene.stable.ID,Gene.name,Gene.type_ensembl,Gene.type_Fig2B
ENSMFAG00000037308,HNRNPU,protein_coding,protein_coding
ENSMFAG00000039162,COX20,protein_coding,protein_coding
ENSMFAG00000040697,ENSMFAG00000040697,protein_coding,protein_coding
ENSMFAG00000044660,ENSMFAG00000044660,protein_coding,protein_coding
ENSMFAG00000032549,DESI2,protein_coding,protein_coding
ENSMFAG00000033487,CATSPERE,protein_coding,protein_coding
ENSMFAG00000032956,ADSS,protein_coding,protein_coding
ENSMFAG00000037345,C1orf100,protein_coding,protein_coding
ENSMFAG00000025838,ENSMFAG00000025838,protein_coding,protein_coding
ENSMFAG00000046846,ENSMFAG00000046846,lincRNA,lincRNA
ENSMFAG00000033326,ZBTB18,protein_coding,protein_coding
ENSMFAG00000047108,ENSMFAG00000047108,lincRNA,lincRNA
ENSMFAG00000033261,AKT3,protein_coding,protein_coding
ENSMFAG00000007093,ENSMFAG00000007093,miRNA,smallRNA
ENSMFAG00000045247,SDCCAG8,protein_coding,protein_coding
ENSMFAG00000006097,MIR4677,miRNA,smallRNA
ENSMFAG00000002285,CEP170,protein_coding,protein_coding
ENSMFAG00000038798,PLD5,protein_coding,protein_coding
ENSMFAG00000009088,RF00100,misc_RNA,smallRNA
ENSMFAG00000039495,ENSMFAG00000039495,protein_coding,protein_coding
ENSMFAG00000006845,ENSMFAG00000006845,miRNA,smallRNA
ENSMFAG00000023098,EXO1,protein_coding,protein_coding
ENSMFAG00000032673,WDR64,protein_coding,protein_coding
ENSMFAG00000042077,OPN3,protein_coding,protein_coding
ENSMFAG00000044420,KMO,protein_coding,protein_coding
ENSMFAG00000045537,FH,protein_coding,protein_coding
ENSMFAG00000031055,RGS7,protein_coding,protein_coding
ENSMFAG00000034794,ENSMFAG00000034794,miRNA,smallRNA
ENSMFAG00000038113,ENSMFAG00000038113,protein_coding,protein_coding
ENSMFAG00000030833,GREM2,protein_coding,protein_coding
ENSMFAG00000000367,FMN2,protein_coding,protein_coding
ENSMFAG00000034072,ENSMFAG00000034072,protein_coding,protein_coding
ENSMFAG00000034701,ENSMFAG00000034701,pseudogene,pseudogene
ENSMFAG00000027071,ENSMFAG00000027071,protein_coding,protein_coding
ENSMFAG00000046649,ENSMFAG00000046649,lincRNA,lincRNA
ENSMFAG00000038726,ENSMFAG00000038726,protein_coding,protein_coding
ENSMFAG00000000954,ZP4,protein_coding,protein_coding
ENSMFAG00000039417,RYR2,protein_coding,protein_coding
ENSMFAG00000012490,RF00100,misc_RNA,smallRNA
ENSMFAG00000031925,MTR,protein_coding,protein_coding
ENSMFAG00000041700,ACTN2,protein_coding,protein_coding
ENSMFAG00000044747,ENSMFAG00000044747,protein_coding,protein_coding
ENSMFAG00000044672,HEATR1,protein_coding,protein_coding
ENSMFAG00000032856,LGALS8,protein_coding,protein_coding
ENSMFAG00000038481,EDARADD,protein_coding,protein_coding
ENSMFAG00000045389,ERO1B,protein_coding,protein_coding
ENSMFAG00000010032,RF00004,snRNA,smallRNA
ENSMFAG00000034812,GPR137B,protein_coding,protein_coding
ENSMFAG00000041445,ENSMFAG00000041445,protein_coding,protein_coding
ENSMFAG00000026117,NID1,protein_coding,protein_coding
ENSMFAG00000019877,RF00020,snRNA,smallRNA
ENSMFAG00000044431,LYST,protein_coding,protein_coding
ENSMFAG00000039800,ENSMFAG00000039800,protein_coding,protein_coding
ENSMFAG00000040832,GNG4,protein_coding,protein_coding
ENSMFAG00000001068,B3GALNT2,protein_coding,protein_coding
ENSMFAG00000003983,ENSMFAG00000003983,protein_coding,protein_coding
ENSMFAG00000033173,GGPS1,protein_coding,protein_coding
ENSMFAG00000044016,ARID4B,protein_coding,protein_coding
ENSMFAG00000038522,RBM34,protein_coding,protein_coding
ENSMFAG00000003478,ENSMFAG00000003478,protein_coding,protein_coding
ENSMFAG00000023775,RF00397,snoRNA,smallRNA
ENSMFAG00000047086,ENSMFAG00000047086,lincRNA,lincRNA
ENSMFAG00000041239,IRF2BP2,protein_coding,protein_coding
ENSMFAG00000041068,TARBP1,protein_coding,protein_coding
ENSMFAG00000034136,COA6,protein_coding,protein_coding
ENSMFAG00000045604,SLC35F3,protein_coding,protein_coding
ENSMFAG00000014478,ENSMFAG00000014478,miRNA,smallRNA
ENSMFAG00000041435,KCNK1,protein_coding,protein_coding
ENSMFAG00000014791,MAP3K21,protein_coding,protein_coding
ENSMFAG00000034561,PCNX2,protein_coding,protein_coding
ENSMFAG00000037305,NTPCR,protein_coding,protein_coding
ENSMFAG00000035487,MAP10,protein_coding,protein_coding
ENSMFAG00000039676,SIPA1L2,protein_coding,protein_coding
ENSMFAG00000042435,DISC1,protein_coding,protein_coding
ENSMFAG00000020831,RF02102,misc_RNA,smallRNA
ENSMFAG00000038495,TSNAX,protein_coding,protein_coding
ENSMFAG00000039962,EGLN1,protein_coding,protein_coding
ENSMFAG00000002589,SPRTN,protein_coding,protein_coding
ENSMFAG00000039846,EXOC8,protein_coding,protein_coding
ENSMFAG00000033412,GNPAT,protein_coding,protein_coding
ENSMFAG00000004049,C1orf131,protein_coding,protein_coding
ENSMFAG00000035817,TRIM67,protein_coding,protein_coding
ENSMFAG00000039366,FAM89A,protein_coding,protein_coding
ENSMFAG00000030703,ARV1,protein_coding,protein_coding
ENSMFAG00000038133,TTC13,protein_coding,protein_coding
ENSMFAG00000039985,C1orf198,protein_coding,protein_coding
ENSMFAG00000042957,CAPN9,protein_coding,protein_coding
ENSMFAG00000008235,AGT,protein_coding,protein_coding
ENSMFAG00000036591,COG2,protein_coding,protein_coding
ENSMFAG00000001236,PGBD5,protein_coding,protein_coding
ENSMFAG00000043385,GALNT2,protein_coding,protein_coding
ENSMFAG00000046669,ENSMFAG00000046669,lincRNA,lincRNA
ENSMFAG00000039905,URB2,protein_coding,protein_coding
ENSMFAG00000037566,TAF5L,protein_coding,protein_coding
ENSMFAG00000002787,ABCB10,protein_coding,protein_coding
ENSMFAG00000024161,RF00015,snRNA,smallRNA
ENSMFAG00000044341,NUP133,protein_coding,protein_coding
ENSMFAG00000002280,ACTA1,protein_coding,protein_coding
ENSMFAG00000033596,CCSAP,protein_coding,protein_coding
ENSMFAG00000038822,RAB4A,protein_coding,protein_coding
ENSMFAG00000030341,ENSMFAG00000030341,processed_pseudogene,pseudogene
ENSMFAG00000025363,ENSMFAG00000025363,protein_coding,protein_coding
ENSMFAG00000044318,RHOU,protein_coding,protein_coding
ENSMFAG00000002602,CCDC190,protein_coding,protein_coding
ENSMFAG00000001269,RGS4,protein_coding,protein_coding
ENSMFAG00000042336,RGS5,protein_coding,protein_coding
ENSMFAG00000012290,NUF2,protein_coding,protein_coding
ENSMFAG00000005097,RF00001,rRNA,smallRNA
ENSMFAG00000021668,ENSMFAG00000021668,protein_coding,protein_coding
ENSMFAG00000041080,ENSMFAG00000041080,protein_coding,protein_coding
ENSMFAG00000002296,PBX1,protein_coding,protein_coding
ENSMFAG00000033817,RF00026,snRNA,smallRNA
ENSMFAG00000020016,RF00017,misc_RNA,smallRNA
ENSMFAG00000022091,ENSMFAG00000022091,miRNA,smallRNA
ENSMFAG00000036014,RF00019,misc_RNA,smallRNA
ENSMFAG00000041101,LMX1A,protein_coding,protein_coding
ENSMFAG00000002126,RXRG,protein_coding,protein_coding
ENSMFAG00000002493,LRRC52,protein_coding,protein_coding
ENSMFAG00000040545,MGST3,protein_coding,protein_coding
ENSMFAG00000033280,ENSMFAG00000033280,protein_coding,protein_coding
ENSMFAG00000002927,TMCO1,protein_coding,protein_coding
ENSMFAG00000032681,UCK2,protein_coding,protein_coding
ENSMFAG00000032771,FAM78B,protein_coding,protein_coding
ENSMFAG00000037391,POGK,protein_coding,protein_coding
ENSMFAG00000032577,TADA1,protein_coding,protein_coding
ENSMFAG00000002585,ILDR2,protein_coding,protein_coding
ENSMFAG00000040593,MAEL,protein_coding,protein_coding
ENSMFAG00000001951,GPA33,protein_coding,protein_coding
ENSMFAG00000005792,DUSP27,protein_coding,protein_coding
ENSMFAG00000002865,POU2F1,protein_coding,protein_coding
ENSMFAG00000000076,CD247,protein_coding,protein_coding
ENSMFAG00000045348,CREG1,protein_coding,protein_coding
ENSMFAG00000039084,RCSD1,protein_coding,protein_coding
ENSMFAG00000035513,ENSMFAG00000035513,protein_coding,protein_coding
ENSMFAG00000045417,MPZL1,protein_coding,protein_coding
ENSMFAG00000032699,ADCY10,protein_coding,protein_coding
ENSMFAG00000046294,MPC2,protein_coding,protein_coding
ENSMFAG00000043317,ENSMFAG00000043317,protein_coding,protein_coding
ENSMFAG00000037639,GPR161,protein_coding,protein_coding
ENSMFAG00000045557,TIPRL,protein_coding,protein_coding
ENSMFAG00000037122,SFT2D2,protein_coding,protein_coding
ENSMFAG00000038069,TBX19,protein_coding,protein_coding
ENSMFAG00000045925,ENSMFAG00000045925,protein_coding,protein_coding
ENSMFAG00000044751,ENSMFAG00000044751,protein_coding,protein_coding
ENSMFAG00000045128,DPT,protein_coding,protein_coding
ENSMFAG00000039661,ATP1B1,protein_coding,protein_coding
ENSMFAG00000037358,NME7,protein_coding,protein_coding
ENSMFAG00000042415,BLZF1,protein_coding,protein_coding
ENSMFAG00000041326,CCDC181,protein_coding,protein_coding
ENSMFAG00000024078,ENSMFAG00000024078,protein_coding,protein_coding
ENSMFAG00000039988,SLC19A2,protein_coding,protein_coding
ENSMFAG00000045747,F5,protein_coding,protein_coding
ENSMFAG00000036068,SELP,protein_coding,protein_coding
ENSMFAG00000042617,SELL,protein_coding,protein_coding
ENSMFAG00000001279,SELE,protein_coding,protein_coding
ENSMFAG00000022253,METTL18,protein_coding,protein_coding
ENSMFAG00000039080,C1orf112,protein_coding,protein_coding
ENSMFAG00000002890,SCYL3,protein_coding,protein_coding
ENSMFAG00000014775,RF00017,misc_RNA,smallRNA
ENSMFAG00000030675,KIFAP3,protein_coding,protein_coding
ENSMFAG00000019261,RF00017,misc_RNA,smallRNA
ENSMFAG00000041576,ENSMFAG00000041576,protein_coding,protein_coding
ENSMFAG00000001853,GORAB,protein_coding,protein_coding
ENSMFAG00000032316,PRRX1,protein_coding,protein_coding
ENSMFAG00000004437,MROH9,protein_coding,protein_coding
ENSMFAG00000039471,FMO3,protein_coding,protein_coding
ENSMFAG00000033160,ENSMFAG00000033160,protein_coding,protein_coding
ENSMFAG00000045183,FMO2,protein_coding,protein_coding
ENSMFAG00000045636,FMO1,protein_coding,protein_coding
ENSMFAG00000032860,FMO4,protein_coding,protein_coding
ENSMFAG00000000519,PRRC2C,protein_coding,protein_coding
ENSMFAG00000013235,RF00017,misc_RNA,smallRNA
ENSMFAG00000041678,MYOC,protein_coding,protein_coding
ENSMFAG00000000187,ENSMFAG00000000187,protein_coding,protein_coding
ENSMFAG00000031870,VAMP4,protein_coding,protein_coding
ENSMFAG00000045158,EEF1AKNMT,protein_coding,protein_coding
ENSMFAG00000034742,RF00019,misc_RNA,smallRNA
ENSMFAG00000035372,DNM3,protein_coding,protein_coding
ENSMFAG00000020383,MIR214,miRNA,smallRNA
ENSMFAG00000012003,MIR199A2,miRNA,smallRNA
ENSMFAG00000004233,RF00026,snRNA,smallRNA
ENSMFAG00000000294,C1orf105,protein_coding,protein_coding
ENSMFAG00000021978,PIGC,protein_coding,protein_coding
ENSMFAG00000046345,SUCO,protein_coding,protein_coding
ENSMFAG00000039338,FASLG,protein_coding,protein_coding
ENSMFAG00000005132,TNFSF18,protein_coding,protein_coding
ENSMFAG00000001460,TNFSF4,protein_coding,protein_coding
ENSMFAG00000041050,ENSMFAG00000041050,protein_coding,protein_coding
ENSMFAG00000030455,PRDX6,protein_coding,protein_coding
ENSMFAG00000043508,SLC9C2,protein_coding,protein_coding
ENSMFAG00000003535,ENSMFAG00000003535,protein_coding,protein_coding
ENSMFAG00000033900,KLHL20,protein_coding,protein_coding
ENSMFAG00000019656,RF00100,misc_RNA,smallRNA
ENSMFAG00000045526,CENPL,protein_coding,protein_coding
ENSMFAG00000016775,RF00019,misc_RNA,smallRNA
ENSMFAG00000003036,DARS2,protein_coding,protein_coding
ENSMFAG00000013147,RF00309,snoRNA,smallRNA
ENSMFAG00000016785,RF00152,snoRNA,smallRNA
ENSMFAG00000012707,RF00069,snoRNA,smallRNA
ENSMFAG00000019211,RF00284,snoRNA,smallRNA
ENSMFAG00000000705,ZBTB37,protein_coding,protein_coding
ENSMFAG00000031906,SERPINC1,protein_coding,protein_coding
ENSMFAG00000033725,RC3H1,protein_coding,protein_coding
ENSMFAG00000004894,RF00001,rRNA,smallRNA
ENSMFAG00000010968,ENSMFAG00000010968,protein_coding,protein_coding
ENSMFAG00000034332,RABGAP1L,protein_coding,protein_coding
ENSMFAG00000041602,ENSMFAG00000041602,protein_coding,protein_coding
ENSMFAG00000040713,RF00026,snRNA,smallRNA
ENSMFAG00000000624,CACYBP,protein_coding,protein_coding
ENSMFAG00000005783,RF00026,snRNA,smallRNA
ENSMFAG00000044095,MRPS14,protein_coding,protein_coding
ENSMFAG00000021295,RF00019,misc_RNA,smallRNA
ENSMFAG00000001813,TNN,protein_coding,protein_coding
ENSMFAG00000004594,KIAA0040,protein_coding,protein_coding
ENSMFAG00000004635,ENSMFAG00000004635,protein_coding,protein_coding
ENSMFAG00000038286,TNR,protein_coding,protein_coding
ENSMFAG00000035358,COP1,protein_coding,protein_coding
ENSMFAG00000005378,RF00565,scaRNA,smallRNA
ENSMFAG00000008400,ENSMFAG00000008400,protein_coding,protein_coding
ENSMFAG00000011805,RF00066,snRNA,smallRNA
ENSMFAG00000040580,PAPPA2,protein_coding,protein_coding
ENSMFAG00000003043,ASTN1,protein_coding,protein_coding
ENSMFAG00000009243,MIR488,miRNA,smallRNA
ENSMFAG00000036550,BRINP2,protein_coding,protein_coding
ENSMFAG00000040538,SEC16B,protein_coding,protein_coding
ENSMFAG00000046625,ENSMFAG00000046625,lincRNA,lincRNA
ENSMFAG00000032705,RASAL2,protein_coding,protein_coding
ENSMFAG00000040960,CLEC20A,protein_coding,protein_coding
ENSMFAG00000046254,TEX35,protein_coding,protein_coding
ENSMFAG00000016665,RF00001,rRNA,smallRNA
ENSMFAG00000001541,RALGPS2,protein_coding,protein_coding
ENSMFAG00000031474,ANGPTL1,protein_coding,protein_coding
ENSMFAG00000036425,FAM20B,protein_coding,protein_coding
ENSMFAG00000041376,TOR3A,protein_coding,protein_coding
ENSMFAG00000036564,ABL2,protein_coding,protein_coding
ENSMFAG00000029668,ENSMFAG00000029668,protein_coding,protein_coding
ENSMFAG00000037136,SOAT1,protein_coding,protein_coding
ENSMFAG00000042963,AXDND1,protein_coding,protein_coding
ENSMFAG00000034904,NPHS2,protein_coding,protein_coding
ENSMFAG00000045587,TDRD5,protein_coding,protein_coding
ENSMFAG00000037711,FAM163A,protein_coding,protein_coding
ENSMFAG00000042897,TOR1AIP2,protein_coding,protein_coding
ENSMFAG00000031398,TOR1AIP1,protein_coding,protein_coding
ENSMFAG00000008333,RF00017,misc_RNA,smallRNA
ENSMFAG00000037570,CEP350,protein_coding,protein_coding
ENSMFAG00000039984,QSOX1,protein_coding,protein_coding
ENSMFAG00000040765,LHX4,protein_coding,protein_coding
ENSMFAG00000036354,ACBD6,protein_coding,protein_coding
ENSMFAG00000014246,RF00026,snRNA,smallRNA
ENSMFAG00000036802,XPR1,protein_coding,protein_coding
ENSMFAG00000033722,KIAA1614,protein_coding,protein_coding
ENSMFAG00000032791,STX6,protein_coding,protein_coding
ENSMFAG00000036719,MR1,protein_coding,protein_coding
ENSMFAG00000017437,IER5,protein_coding,protein_coding
ENSMFAG00000039476,CACNA1E,protein_coding,protein_coding
ENSMFAG00000018469,RF00001,rRNA,smallRNA
ENSMFAG00000013861,ENSMFAG00000013861,protein_coding,protein_coding
ENSMFAG00000011021,RF00100,misc_RNA,smallRNA
ENSMFAG00000046517,ENSMFAG00000046517,lincRNA,lincRNA
ENSMFAG00000042758,ENSMFAG00000042758,protein_coding,protein_coding
ENSMFAG00000040506,GLUL,protein_coding,protein_coding
ENSMFAG00000005623,RGSL1,protein_coding,protein_coding
ENSMFAG00000044965,RNASEL,protein_coding,protein_coding
ENSMFAG00000041045,RGS16,protein_coding,protein_coding
ENSMFAG00000035700,RGS8,protein_coding,protein_coding
ENSMFAG00000034260,NPL,protein_coding,protein_coding
ENSMFAG00000041152,DHX9,protein_coding,protein_coding
ENSMFAG00000031875,SHCBP1L,protein_coding,protein_coding
ENSMFAG00000033997,LAMC1,protein_coding,protein_coding
ENSMFAG00000000974,LAMC2,protein_coding,protein_coding
ENSMFAG00000043841,NMNAT2,protein_coding,protein_coding
ENSMFAG00000031653,SMG7,protein_coding,protein_coding
ENSMFAG00000036375,NCF2,protein_coding,protein_coding
ENSMFAG00000036678,ARPC5,protein_coding,protein_coding
ENSMFAG00000032110,RGL1,protein_coding,protein_coding
ENSMFAG00000000787,COLGALT2,protein_coding,protein_coding
ENSMFAG00000037321,ENSMFAG00000037321,protein_coding,protein_coding
ENSMFAG00000045835,C1orf21,protein_coding,protein_coding
ENSMFAG00000029224,ENSMFAG00000029224,protein_coding,protein_coding
ENSMFAG00000032349,EDEM3,protein_coding,protein_coding
ENSMFAG00000035390,FAM129A,protein_coding,protein_coding
ENSMFAG00000036583,RNF2,protein_coding,protein_coding
ENSMFAG00000037592,TRMT1L,protein_coding,protein_coding
ENSMFAG00000031793,SWT1,protein_coding,protein_coding
ENSMFAG00000038957,RF00019,misc_RNA,smallRNA
ENSMFAG00000039625,IVNS1ABP,protein_coding,protein_coding
ENSMFAG00000037495,HMCN1,protein_coding,protein_coding
ENSMFAG00000045020,PRG4,protein_coding,protein_coding
ENSMFAG00000007615,RF00026,snRNA,smallRNA
ENSMFAG00000032525,TPR,protein_coding,protein_coding
ENSMFAG00000033358,ODR4,protein_coding,protein_coding
ENSMFAG00000029066,PTGS2,protein_coding,protein_coding
ENSMFAG00000043784,PLA2G4A,protein_coding,protein_coding
ENSMFAG00000003865,ENSMFAG00000003865,protein_coding,protein_coding
ENSMFAG00000032508,ENSMFAG00000032508,protein_coding,protein_coding
ENSMFAG00000045708,BRINP3,protein_coding,protein_coding
ENSMFAG00000013978,ENSMFAG00000013978,protein_coding,protein_coding
ENSMFAG00000033041,RGS18,protein_coding,protein_coding
ENSMFAG00000036716,RGS1,protein_coding,protein_coding
ENSMFAG00000033433,RGS2,protein_coding,protein_coding
ENSMFAG00000023005,ENSMFAG00000023005,protein_coding,protein_coding
ENSMFAG00000038349,UCHL5,protein_coding,protein_coding
ENSMFAG00000005319,RF01233,snoRNA,smallRNA
ENSMFAG00000016020,RO60,protein_coding,protein_coding
ENSMFAG00000038709,GLRX2,protein_coding,protein_coding
ENSMFAG00000042168,CDC73,protein_coding,protein_coding
ENSMFAG00000030327,B3GALT2,protein_coding,protein_coding
ENSMFAG00000030333,ENSMFAG00000030333,protein_coding,protein_coding
ENSMFAG00000025647,ENSMFAG00000025647,pseudogene,pseudogene
ENSMFAG00000030817,KCNT2,protein_coding,protein_coding
ENSMFAG00000033168,ENSMFAG00000033168,protein_coding,protein_coding
ENSMFAG00000039896,CFH,protein_coding,protein_coding
ENSMFAG00000033730,CFHR5,protein_coding,protein_coding
ENSMFAG00000044554,ASPM,protein_coding,protein_coding
ENSMFAG00000042390,ZBTB41,protein_coding,protein_coding
ENSMFAG00000038351,ENSMFAG00000038351,protein_coding,protein_coding
ENSMFAG00000037248,CRB1,protein_coding,protein_coding
ENSMFAG00000040708,DENND1B,protein_coding,protein_coding
ENSMFAG00000009741,RF00019,misc_RNA,smallRNA
ENSMFAG00000033918,ENSMFAG00000033918,protein_coding,protein_coding
ENSMFAG00000001268,C1orf53,protein_coding,protein_coding
ENSMFAG00000037285,LHX9,protein_coding,protein_coding
ENSMFAG00000042183,NEK7,protein_coding,protein_coding
ENSMFAG00000044827,PTPRC,protein_coding,protein_coding
ENSMFAG00000016170,MIR181B1,miRNA,smallRNA
ENSMFAG00000007250,MIR181A1,miRNA,smallRNA
ENSMFAG00000003840,ENSMFAG00000003840,protein_coding,protein_coding
ENSMFAG00000036373,NR5A2,protein_coding,protein_coding
ENSMFAG00000001954,ENSMFAG00000001954,pseudogene,pseudogene
ENSMFAG00000045576,KIF14,protein_coding,protein_coding
ENSMFAG00000040764,ENSMFAG00000040764,pseudogene,pseudogene
ENSMFAG00000035416,DDX59,protein_coding,protein_coding
ENSMFAG00000041258,CAMSAP2,protein_coding,protein_coding
ENSMFAG00000005397,GPR25,protein_coding,protein_coding
ENSMFAG00000000317,INAVA,protein_coding,protein_coding
ENSMFAG00000039907,KIF21B,protein_coding,protein_coding
ENSMFAG00000037274,CACNA1S,protein_coding,protein_coding
ENSMFAG00000045521,ASCL5,protein_coding,protein_coding
ENSMFAG00000041944,TMEM9,protein_coding,protein_coding
ENSMFAG00000045449,IGFN1,protein_coding,protein_coding
ENSMFAG00000003596,PKP1,protein_coding,protein_coding
ENSMFAG00000003567,TNNT2,protein_coding,protein_coding
ENSMFAG00000044742,LAD1,protein_coding,protein_coding
ENSMFAG00000037331,TNNI1,protein_coding,protein_coding
ENSMFAG00000024602,PHLDA3,protein_coding,protein_coding
ENSMFAG00000033632,CSRP1,protein_coding,protein_coding
ENSMFAG00000029861,NAV1,protein_coding,protein_coding
ENSMFAG00000007064,ENSMFAG00000007064,miRNA,smallRNA
ENSMFAG00000040255,ENSMFAG00000040255,protein_coding,protein_coding
ENSMFAG00000006818,RF00026,snRNA,smallRNA
ENSMFAG00000035917,IPO9,protein_coding,protein_coding
ENSMFAG00000045544,SHISA4,protein_coding,protein_coding
ENSMFAG00000039790,LMOD1,protein_coding,protein_coding
ENSMFAG00000000231,TIMM17A,protein_coding,protein_coding
ENSMFAG00000008155,RF00156,snoRNA,smallRNA
ENSMFAG00000001997,RNPEP,protein_coding,protein_coding
ENSMFAG00000037333,ELF3,protein_coding,protein_coding
ENSMFAG00000045614,GPR37L1,protein_coding,protein_coding
ENSMFAG00000000767,ARL8A,protein_coding,protein_coding
ENSMFAG00000039305,PTPN7,protein_coding,protein_coding
ENSMFAG00000035892,LGR6,protein_coding,protein_coding
ENSMFAG00000042839,UBE2T,protein_coding,protein_coding
ENSMFAG00000003726,PPP1R12B,protein_coding,protein_coding
ENSMFAG00000002911,ENSMFAG00000002911,protein_coding,protein_coding
ENSMFAG00000041286,ENSMFAG00000041286,protein_coding,protein_coding
ENSMFAG00000042825,SYT2,protein_coding,protein_coding
ENSMFAG00000017880,KDM5B,protein_coding,protein_coding
ENSMFAG00000037667,RABIF,protein_coding,protein_coding
ENSMFAG00000031203,ENSMFAG00000031203,protein_coding,protein_coding
ENSMFAG00000023682,RF00019,misc_RNA,smallRNA
ENSMFAG00000007141,ENSMFAG00000007141,protein_coding,protein_coding
ENSMFAG00000000852,CYB5R1,protein_coding,protein_coding
ENSMFAG00000034100,ENSMFAG00000034100,protein_coding,protein_coding
ENSMFAG00000000167,PPFIA4,protein_coding,protein_coding
ENSMFAG00000043657,MYOG,protein_coding,protein_coding
ENSMFAG00000035176,ADORA1,protein_coding,protein_coding
ENSMFAG00000038338,MYBPH,protein_coding,protein_coding
ENSMFAG00000003587,CHI3L1,protein_coding,protein_coding
ENSMFAG00000045615,CHIT1,protein_coding,protein_coding
ENSMFAG00000025652,BTG2,protein_coding,protein_coding
ENSMFAG00000033719,FMOD,protein_coding,protein_coding
ENSMFAG00000032153,ENSMFAG00000032153,protein_coding,protein_coding
ENSMFAG00000040633,PRELP,protein_coding,protein_coding
ENSMFAG00000045413,OPTC,protein_coding,protein_coding
ENSMFAG00000047012,ENSMFAG00000047012,lincRNA,lincRNA
ENSMFAG00000046890,ENSMFAG00000046890,lincRNA,lincRNA
ENSMFAG00000010073,ATP2B4,protein_coding,protein_coding
ENSMFAG00000009102,RF00599,snoRNA,smallRNA
ENSMFAG00000046296,LAX1,protein_coding,protein_coding
ENSMFAG00000003997,ENSMFAG00000003997,protein_coding,protein_coding
ENSMFAG00000036649,ENSMFAG00000036649,protein_coding,protein_coding
ENSMFAG00000039994,ENSMFAG00000039994,protein_coding,protein_coding
ENSMFAG00000032765,SOX13,protein_coding,protein_coding
ENSMFAG00000000571,ETNK2,protein_coding,protein_coding
ENSMFAG00000000992,REN,protein_coding,protein_coding
ENSMFAG00000046289,KISS1,protein_coding,protein_coding
ENSMFAG00000032175,GOLT1A,protein_coding,protein_coding
ENSMFAG00000042643,PLEKHA6,protein_coding,protein_coding
ENSMFAG00000039142,PPP1R15B,protein_coding,protein_coding
ENSMFAG00000003126,PIK3C2B,protein_coding,protein_coding
ENSMFAG00000033606,MDM4,protein_coding,protein_coding
ENSMFAG00000033511,RF00001,rRNA,smallRNA
ENSMFAG00000010454,LRRN2,protein_coding,protein_coding
ENSMFAG00000006551,ENSMFAG00000006551,protein_coding,protein_coding
ENSMFAG00000007354,ENSMFAG00000007354,protein_coding,protein_coding
ENSMFAG00000033112,NFASC,protein_coding,protein_coding
ENSMFAG00000038396,CNTN2,protein_coding,protein_coding
ENSMFAG00000012589,TMEM81,protein_coding,protein_coding
ENSMFAG00000038790,RBBP5,protein_coding,protein_coding
ENSMFAG00000040203,DSTYK,protein_coding,protein_coding
ENSMFAG00000034194,ENSMFAG00000034194,protein_coding,protein_coding
ENSMFAG00000038713,TMCC2,protein_coding,protein_coding
ENSMFAG00000033723,ENSMFAG00000033723,protein_coding,protein_coding
ENSMFAG00000038432,NUAK2,protein_coding,protein_coding
ENSMFAG00000037118,KLHDC8A,protein_coding,protein_coding
ENSMFAG00000036675,LEMD1,protein_coding,protein_coding
ENSMFAG00000034746,ENSMFAG00000034746,protein_coding,protein_coding
ENSMFAG00000003017,CDK18,protein_coding,protein_coding
ENSMFAG00000039412,MFSD4A,protein_coding,protein_coding
ENSMFAG00000008092,RF00026,snRNA,smallRNA
ENSMFAG00000033410,ELK4,protein_coding,protein_coding
ENSMFAG00000037035,ENSMFAG00000037035,protein_coding,protein_coding
ENSMFAG00000045958,SLC45A3,protein_coding,protein_coding
ENSMFAG00000037864,ENSMFAG00000037864,protein_coding,protein_coding
ENSMFAG00000041134,NUCKS1,protein_coding,protein_coding
ENSMFAG00000035315,RF00139,snoRNA,smallRNA
ENSMFAG00000039685,RAB29,protein_coding,protein_coding
ENSMFAG00000041913,SLC41A1,protein_coding,protein_coding
ENSMFAG00000039759,PM20D1,protein_coding,protein_coding
ENSMFAG00000034099,SLC26A9,protein_coding,protein_coding
ENSMFAG00000047024,ENSMFAG00000047024,lincRNA,lincRNA
ENSMFAG00000045307,RHEX,protein_coding,protein_coding
ENSMFAG00000040573,AVPR1B,protein_coding,protein_coding
ENSMFAG00000043825,ENSMFAG00000043825,protein_coding,protein_coding
ENSMFAG00000003779,ENSMFAG00000003779,protein_coding,protein_coding
ENSMFAG00000042587,IKBKE,protein_coding,protein_coding
ENSMFAG00000042279,RASSF5,protein_coding,protein_coding
ENSMFAG00000033925,EIF2D,protein_coding,protein_coding
ENSMFAG00000041236,DYRK3,protein_coding,protein_coding
ENSMFAG00000033489,MAPKAPK2,protein_coding,protein_coding
ENSMFAG00000002918,IL10,protein_coding,protein_coding
ENSMFAG00000036818,IL19,protein_coding,protein_coding
ENSMFAG00000031534,IL20,protein_coding,protein_coding
ENSMFAG00000033129,FCMR,protein_coding,protein_coding
ENSMFAG00000000945,FCAMR,protein_coding,protein_coding
ENSMFAG00000033713,C1orf116,protein_coding,protein_coding
ENSMFAG00000030569,YOD1,protein_coding,protein_coding
ENSMFAG00000041915,PFKFB2,protein_coding,protein_coding
ENSMFAG00000002712,C4BPB,protein_coding,protein_coding
ENSMFAG00000039131,CD55,protein_coding,protein_coding
ENSMFAG00000002258,ENSMFAG00000002258,protein_coding,protein_coding
ENSMFAG00000030680,CR2,protein_coding,protein_coding
